DateOfBirth|DateOfBirthDate|Age
9/16/1980|1980-09-16|38
2/14/2005|2005-02-14|13
3/5/1946|1946-03-05|72
6/22/1951|1951-06-22|67
7/25/1942|1942-07-25|76
1/20/1985|1985-01-20|33
5/8/1973|1973-05-08|45
10/17/2014|2014-10-17|4
9/20/1998|1998-09-20|20
10/28/2016|2016-10-28|2
11/19/1945|1945-11-19|73
4/20/1944|1944-04-20|74
4/20/1978|1978-04-20|40
10/4/1977|1977-10-04|41
8/29/1966|1966-08-29|52
6/5/2008|2008-06-05|10
1/26/1974|1974-01-26|44
9/9/1972|1972-09-09|46
9/28/1951|1951-09-28|67
9/20/1967|1967-09-20|51
3/2/1959|1959-03-02|59
6/16/2015|2015-06-16|3
3/23/1962|1962-03-23|56
5/16/1982|1982-05-16|36
7/28/1999|1999-07-28|19
8/21/1972|1972-08-21|46
5/6/1941|1941-05-06|77
6/25/1991|1991-06-25|27
1/21/1946|1946-01-21|72
11/27/1987|1987-11-27|31
9/14/1979|1979-09-14|39
4/1/1986|1986-04-01|32
4/20/1993|1993-04-20|25
2/19/1965|1965-02-19|53
5/13/1934|1934-05-13|84
12/28/1940|1940-12-28|78
3/14/2017|2017-03-14|1
9/9/1970|1970-09-09|48
2/19/2016|2016-02-19|2
6/29/1973|1973-06-29|45
5/18/1990|1990-05-18|28
6/12/2010|2010-06-12|8
2/18/1960|1960-02-18|58
5/24/1965|1965-05-24|53
12/19/1958|1958-12-19|60
5/11/2012|2012-05-11|6
12/11/1966|1966-12-11|52
7/18/1951|1951-07-18|67
8/16/2011|2011-08-16|7
2/12/1962|1962-02-12|56
3/28/1962|1962-03-28|56
6/12/2009|2009-06-12|9
5/4/1982|1982-05-04|36
3/23/1938|1938-03-23|80
3/10/1999|1999-03-10|19
8/23/1977|1977-08-23|41
11/12/1994|1994-11-12|24
3/18/2015|2015-03-18|3
12/29/1953|1953-12-29|65
8/11/2003|2003-08-11|15
6/26/1982|1982-06-26|36
10/4/1999|1999-10-04|19
2/20/1974|1974-02-20|44
7/13/2011|2011-07-13|7
8/17/1948|1948-08-17|70
12/9/1978|1978-12-09|40
12/19/1999|1999-12-19|19
4/21/1985|1985-04-21|33
12/1/1962|1962-12-01|56
9/9/1968|1968-09-09|50
9/27/1950|1950-09-27|68
10/28/1974|1974-10-28|44
8/26/1984|1984-08-26|34
7/26/1945|1945-07-26|73
11/7/1997|1997-11-07|21
10/12/1963|1963-10-12|55
2/26/1936|1936-02-26|82
10/13/1964|1964-10-13|54
5/22/2017|2017-05-22|1
7/8/1998|1998-07-08|20
5/21/2005|2005-05-21|13
11/16/1977|1977-11-16|41
8/12/2014|2014-08-12|4
2/27/1945|1945-02-27|73
3/10/1998|1998-03-10|20
6/14/1952|1952-06-14|66
9/7/1947|1947-09-07|71
7/30/2007|2007-07-30|11
3/6/1972|1972-03-06|46
7/15/1971|1971-07-15|47
1/1/1957|1957-01-01|61
8/24/2005|2005-08-24|13
5/5/1953|1953-05-05|65
1/4/1947|1947-01-04|71
11/5/1935|1935-11-05|83
12/7/2001|2001-12-07|17
12/11/2005|2005-12-11|13
2/25/1983|1983-02-25|35
4/9/2009|2009-04-09|9
6/10/2004|2004-06-10|14
8/25/2013|2013-08-25|5
8/2/1943|1943-08-02|75
2/19/2006|2006-02-19|12
5/18/1972|1972-05-18|46
11/12/1980|1980-11-12|38
10/28/1963|1963-10-28|55
10/23/1967|1967-10-23|51
8/23/2016|2016-08-23|2
12/10/1951|1951-12-10|67
6/8/2000|2000-06-08|18
9/29/1983|1983-09-29|35
12/23/1935|1935-12-23|83
10/21/2003|2003-10-21|15
8/23/1935|1935-08-23|83
11/19/1965|1965-11-19|53
2/22/1984|1984-02-22|34
4/17/1956|1956-04-17|62
3/29/1994|1994-03-29|24
6/9/1966|1966-06-09|52
5/3/1976|1976-05-03|42
2/18/1989|1989-02-18|29
11/9/2013|2013-11-09|5
10/27/1974|1974-10-27|44
4/19/1933|1933-04-19|85
1/12/2005|2005-01-12|13
3/25/1944|1944-03-25|74
8/1/1984|1984-08-01|34
4/17/1999|1999-04-17|19
8/13/1945|1945-08-13|73
11/18/1995|1995-11-18|23
3/30/2011|2011-03-30|7
5/24/1934|1934-05-24|84
4/5/1964|1964-04-05|54
3/12/1982|1982-03-12|36
4/9/1961|1961-04-09|57
3/3/1976|1976-03-03|42
6/17/2000|2000-06-17|18
5/3/1967|1967-05-03|51
10/17/1979|1979-10-17|39
9/5/1947|1947-09-05|71
12/19/1945|1945-12-19|73
10/29/1936|1936-10-29|82
7/22/1989|1989-07-22|29
8/12/2017|2017-08-12|1
12/14/1942|1942-12-14|76
9/5/1984|1984-09-05|34
12/23/1951|1951-12-23|67
3/21/1969|1969-03-21|49
9/16/1988|1988-09-16|30
1/13/1961|1961-01-13|57
5/26/1946|1946-05-26|72
6/19/1937|1937-06-19|81
8/13/1949|1949-08-13|69
12/5/1958|1958-12-05|60
9/17/1939|1939-09-17|79
11/22/1965|1965-11-22|53
5/16/1933|1933-05-16|85
9/9/2006|2006-09-09|12
5/18/1978|1978-05-18|40
4/28/2017|2017-04-28|1
9/17/2012|2012-09-17|6
9/24/1966|1966-09-24|52
12/28/1949|1949-12-28|69
2/4/2015|2015-02-04|3
1/7/2006|2006-01-07|12
1/28/1984|1984-01-28|34
12/5/1945|1945-12-05|73
9/13/1981|1981-09-13|37
11/10/1958|1958-11-10|60
8/11/1957|1957-08-11|61
12/19/1994|1994-12-19|24
8/6/1948|1948-08-06|70
9/14/2006|2006-09-14|12
3/7/1973|1973-03-07|45
2/1/1991|1991-02-01|27
1/8/1965|1965-01-08|53
10/12/1971|1971-10-12|47
5/27/2006|2006-05-27|12
7/2/1962|1962-07-02|56
6/16/1942|1942-06-16|76
2/21/2017|2017-02-21|1
5/17/1971|1971-05-17|47
6/24/1990|1990-06-24|28
7/8/1989|1989-07-08|29
2/1/1986|1986-02-01|32
8/23/1939|1939-08-23|79
3/29/1970|1970-03-29|48
12/21/2005|2005-12-21|13
8/22/1968|1968-08-22|50
11/20/2004|2004-11-20|14
6/2/1962|1962-06-02|56
4/25/1977|1977-04-25|41
7/29/1958|1958-07-29|60
7/22/1937|1937-07-22|81
12/22/1996|1996-12-22|22
8/16/1972|1972-08-16|46
4/18/1950|1950-04-18|68
2/25/2007|2007-02-25|11
9/25/1981|1981-09-25|37
7/23/1986|1986-07-23|32
3/30/2015|2015-03-30|3
9/13/1946|1946-09-13|72
4/24/1974|1974-04-24|44
4/15/1987|1987-04-15|31
4/18/1956|1956-04-18|62
9/10/1939|1939-09-10|79
8/3/1947|1947-08-03|71
7/2/2009|2009-07-02|9
3/21/1950|1950-03-21|68
5/8/1965|1965-05-08|53
6/7/1960|1960-06-07|58
11/9/1998|1998-11-09|20
2/24/1981|1981-02-24|37
1/24/2008|2008-01-24|10
7/26/1954|1954-07-26|64
8/30/2016|2016-08-30|2
8/1/1947|1947-08-01|71
7/13/1950|1950-07-13|68
10/21/1959|1959-10-21|59
11/11/1985|1985-11-11|33
7/26/2003|2003-07-26|15
9/16/2016|2016-09-16|2
2/20/1999|1999-02-20|19
10/1/1966|1966-10-01|52
5/19/1959|1959-05-19|59
7/26/1990|1990-07-26|28
6/1/1977|1977-06-01|41
10/12/1939|1939-10-12|79
1/3/1957|1957-01-03|61
9/1/2013|2013-09-01|5
1/22/2002|2002-01-22|16
2/22/2000|2000-02-22|18
10/18/2013|2013-10-18|5
5/9/1994|1994-05-09|24
1/20/1960|1960-01-20|58
10/20/1959|1959-10-20|59
6/24/1972|1972-06-24|46
7/27/1940|1940-07-27|78
1/19/1973|1973-01-19|45
6/1/1947|1947-06-01|71
4/29/1933|1933-04-29|85
1/7/1992|1992-01-07|26
6/29/1960|1960-06-29|58
10/18/1946|1946-10-18|72
8/16/2010|2010-08-16|8
3/13/1945|1945-03-13|73
12/2/2004|2004-12-02|14
8/6/2003|2003-08-06|15
3/23/1945|1945-03-23|73
8/16/1997|1997-08-16|21
6/27/1953|1953-06-27|65
8/13/1948|1948-08-13|70
9/2/1941|1941-09-02|77
8/23/1981|1981-08-23|37
2/8/2012|2012-02-08|6
2/12/1991|1991-02-12|27
11/26/1982|1982-11-26|36
7/2/1985|1985-07-02|33
1/30/2016|2016-01-30|2
4/8/1962|1962-04-08|56
9/19/2016|2016-09-19|2
9/13/1982|1982-09-13|36
4/16/1961|1961-04-16|57
7/29/1934|1934-07-29|84
3/22/1972|1972-03-22|46
3/13/1977|1977-03-13|41
8/26/1940|1940-08-26|78
4/22/1984|1984-04-22|34
11/27/1992|1992-11-27|26
12/22/1977|1977-12-22|41
1/1/2015|2015-01-01|3
9/26/1977|1977-09-26|41
12/12/2005|2005-12-12|13
3/18/1940|1940-03-18|78
5/9/1977|1977-05-09|41
1/27/2011|2011-01-27|7
6/20/1971|1971-06-20|47
9/22/2013|2013-09-22|5
1/21/1987|1987-01-21|31
5/19/1989|1989-05-19|29
2/12/2006|2006-02-12|12
10/10/1935|1935-10-10|83
4/18/2015|2015-04-18|3
11/10/1992|1992-11-10|26
10/29/2016|2016-10-29|2
2/19/1983|1983-02-19|35
11/10/1933|1933-11-10|85
6/3/1953|1953-06-03|65
11/23/1966|1966-11-23|52
9/25/1992|1992-09-25|26
5/21/2002|2002-05-21|16
5/13/1983|1983-05-13|35
12/2/1998|1998-12-02|20
8/27/2008|2008-08-27|10
9/8/1976|1976-09-08|42
4/21/1969|1969-04-21|49
11/16/1963|1963-11-16|55
8/17/1984|1984-08-17|34
7/25/1949|1949-07-25|69
12/11/2000|2000-12-11|18
11/16/1978|1978-11-16|40
4/3/1958|1958-04-03|60
5/17/2014|2014-05-17|4
10/7/2017|2017-10-07|1
1/12/1943|1943-01-12|75
6/14/1958|1958-06-14|60
1/21/2001|2001-01-21|17
10/10/2014|2014-10-10|4
9/17/1949|1949-09-17|69
7/7/1977|1977-07-07|41
8/28/1942|1942-08-28|76
11/22/1972|1972-11-22|46
4/5/1940|1940-04-05|78
9/17/1977|1977-09-17|41
4/5/1941|1941-04-05|77
1/29/2014|2014-01-29|4
6/21/1998|1998-06-21|20
9/4/2015|2015-09-04|3
10/8/1941|1941-10-08|77
6/7/2000|2000-06-07|18
1/30/1941|1941-01-30|77
11/4/1964|1964-11-04|54
5/24/2015|2015-05-24|3
8/27/1948|1948-08-27|70
5/7/1953|1953-05-07|65
12/28/1992|1992-12-28|26
9/4/1954|1954-09-04|64
9/23/1966|1966-09-23|52
12/26/1937|1937-12-26|81
3/13/1940|1940-03-13|78
10/5/2009|2009-10-05|9
10/26/1990|1990-10-26|28
11/12/1989|1989-11-12|29
9/21/1987|1987-09-21|31
4/20/2008|2008-04-20|10
12/11/1941|1941-12-11|77
5/3/1957|1957-05-03|61
5/18/1954|1954-05-18|64
2/26/2001|2001-02-26|17
8/29/1941|1941-08-29|77
9/3/1950|1950-09-03|68
10/20/2000|2000-10-20|18
7/22/1935|1935-07-22|83
8/27/1987|1987-08-27|31
8/16/1965|1965-08-16|53
1/25/1953|1953-01-25|65
2/9/1959|1959-02-09|59
5/27/1951|1951-05-27|67
4/26/1985|1985-04-26|33
12/15/1952|1952-12-15|66
4/18/2010|2010-04-18|8
10/4/2015|2015-10-04|3
12/12/2015|2015-12-12|3
10/9/1982|1982-10-09|36
4/1/2013|2013-04-01|5
12/25/1947|1947-12-25|71
4/18/1963|1963-04-18|55
12/11/1942|1942-12-11|76
8/29/2016|2016-08-29|2
3/27/1981|1981-03-27|37
6/4/1995|1995-06-04|23
8/3/1960|1960-08-03|58
7/8/1967|1967-07-08|51
7/8/2005|2005-07-08|13
11/7/1956|1956-11-07|62
5/5/2015|2015-05-05|3
9/4/1992|1992-09-04|26
10/28/1943|1943-10-28|75
12/26/1954|1954-12-26|64
7/28/1990|1990-07-28|28
12/12/1938|1938-12-12|80
4/22/1976|1976-04-22|42
5/11/1944|1944-05-11|74
5/4/1963|1963-05-04|55
10/7/1952|1952-10-07|66
1/20/1994|1994-01-20|24
10/10/1995|1995-10-10|23
1/29/1980|1980-01-29|38
4/24/1999|1999-04-24|19
4/1/1983|1983-04-01|35
11/9/1995|1995-11-09|23
4/22/1936|1936-04-22|82
5/2/1960|1960-05-02|58
1/25/1961|1961-01-25|57
1/28/1952|1952-01-28|66
12/29/1936|1936-12-29|82
3/12/1992|1992-03-12|26
6/26/1941|1941-06-26|77
1/12/1947|1947-01-12|71
11/11/1965|1965-11-11|53
7/23/1934|1934-07-23|84
10/5/1955|1955-10-05|63
12/11/1997|1997-12-11|21
7/12/2011|2011-07-12|7
8/15/1968|1968-08-15|50
10/29/2005|2005-10-29|13
12/14/1956|1956-12-14|62
1/2/1961|1961-01-02|57
3/16/1980|1980-03-16|38
9/21/1988|1988-09-21|30
7/29/1969|1969-07-29|49
3/14/1955|1955-03-14|63
8/17/1956|1956-08-17|62
8/30/1988|1988-08-30|30
7/26/1936|1936-07-26|82
1/25/1948|1948-01-25|70
12/7/2013|2013-12-07|5
12/26/2014|2014-12-26|4
10/8/1953|1953-10-08|65
1/7/1986|1986-01-07|32
3/17/1941|1941-03-17|77
7/28/1956|1956-07-28|62
4/9/2002|2002-04-09|16
11/11/1937|1937-11-11|81
12/12/2013|2013-12-12|5
8/12/2015|2015-08-12|3
2/9/1961|1961-02-09|57
12/21/1999|1999-12-21|19
12/7/1956|1956-12-07|62
11/11/2013|2013-11-11|5
5/26/1987|1987-05-26|31
5/4/1980|1980-05-04|38
10/26/1973|1973-10-26|45
4/21/1991|1991-04-21|27
10/4/1980|1980-10-04|38
5/1/1976|1976-05-01|42
9/1/2007|2007-09-01|11
7/29/1962|1962-07-29|56
1/19/1962|1962-01-19|56
10/6/1963|1963-10-06|55
11/22/1982|1982-11-22|36
8/17/1952|1952-08-17|66
7/30/1960|1960-07-30|58
12/14/1982|1982-12-14|36
5/27/1944|1944-05-27|74
2/7/1964|1964-02-07|54
8/15/1971|1971-08-15|47
11/2/1986|1986-11-02|32
9/22/1939|1939-09-22|79
10/1/1960|1960-10-01|58
3/5/1987|1987-03-05|31
3/24/1963|1963-03-24|55
5/9/2004|2004-05-09|14
4/8/1949|1949-04-08|69
9/18/1942|1942-09-18|76
11/27/1937|1937-11-27|81
6/16/1961|1961-06-16|57
10/16/1988|1988-10-16|30
10/3/1935|1935-10-03|83
12/21/1945|1945-12-21|73
8/8/2001|2001-08-08|17
5/16/1962|1962-05-16|56
5/17/1976|1976-05-17|42
8/19/1949|1949-08-19|69
6/24/1983|1983-06-24|35
1/3/1983|1983-01-03|35
6/16/1980|1980-06-16|38
2/6/1976|1976-02-06|42
12/23/2009|2009-12-23|9
1/12/2007|2007-01-12|11
1/4/2004|2004-01-04|14
11/3/2005|2005-11-03|13
12/4/1941|1941-12-04|77
10/28/1936|1936-10-28|82
3/19/1985|1985-03-19|33
3/29/1953|1953-03-29|65
11/14/1993|1993-11-14|25
4/27/1977|1977-04-27|41
6/15/1999|1999-06-15|19
8/20/1970|1970-08-20|48
10/18/2017|2017-10-18|1
3/15/2011|2011-03-15|7
10/30/1969|1969-10-30|49
1/11/1972|1972-01-11|46
7/18/1937|1937-07-18|81
5/10/1934|1934-05-10|84
7/8/2007|2007-07-08|11
8/24/1939|1939-08-24|79
1/30/2010|2010-01-30|8
9/20/1994|1994-09-20|24
9/14/1941|1941-09-14|77
12/6/1939|1939-12-06|79
5/27/1957|1957-05-27|61
6/3/1944|1944-06-03|74
8/29/1989|1989-08-29|29
6/27/1984|1984-06-27|34
11/8/2002|2002-11-08|16
10/18/1940|1940-10-18|78
12/12/1933|1933-12-12|85
10/2/1938|1938-10-02|80
6/9/1989|1989-06-09|29
3/5/1960|1960-03-05|58
10/4/2014|2014-10-04|4
8/5/1973|1973-08-05|45
12/27/1939|1939-12-27|79
6/7/2002|2002-06-07|16
6/21/1933|1933-06-21|85
8/7/1933|1933-08-07|85
11/19/2014|2014-11-19|4
5/1/1955|1955-05-01|63
6/27/2011|2011-06-27|7
2/21/1968|1968-02-21|50
10/4/1979|1979-10-04|39
8/7/1973|1973-08-07|45
11/2/1971|1971-11-02|47
1/27/1936|1936-01-27|82
1/10/2006|2006-01-10|12
8/29/1960|1960-08-29|58
4/14/1948|1948-04-14|70
6/25/1993|1993-06-25|25
4/18/1993|1993-04-18|25
8/28/1982|1982-08-28|36
7/2/1960|1960-07-02|58
10/17/1949|1949-10-17|69
4/21/2004|2004-04-21|14
7/18/1949|1949-07-18|69
9/26/2015|2015-09-26|3
7/8/1933|1933-07-08|85
10/16/2013|2013-10-16|5
5/24/1941|1941-05-24|77
1/11/1997|1997-01-11|21
4/29/2003|2003-04-29|15
8/16/1961|1961-08-16|57
9/10/1976|1976-09-10|42
11/3/1963|1963-11-03|55
2/5/2009|2009-02-05|9
11/24/1998|1998-11-24|20
5/28/2009|2009-05-28|9
2/3/1942|1942-02-03|76
9/20/2005|2005-09-20|13
12/27/1975|1975-12-27|43
7/9/1975|1975-07-09|43
3/13/1950|1950-03-13|68
7/16/1974|1974-07-16|44
12/22/1938|1938-12-22|80
3/17/1974|1974-03-17|44
8/14/1993|1993-08-14|25
8/28/1965|1965-08-28|53
5/27/2001|2001-05-27|17
4/1/1940|1940-04-01|78
1/11/1963|1963-01-11|55
5/23/1961|1961-05-23|57
8/14/2009|2009-08-14|9
11/23/1994|1994-11-23|24
10/27/1958|1958-10-27|60
5/17/1982|1982-05-17|36
8/15/1958|1958-08-15|60
7/24/1974|1974-07-24|44
7/27/1941|1941-07-27|77
1/21/1982|1982-01-21|36
4/5/1960|1960-04-05|58
12/15/1963|1963-12-15|55
9/26/2011|2011-09-26|7
8/12/1980|1980-08-12|38
6/21/1943|1943-06-21|75
12/23/1976|1976-12-23|42
10/14/1969|1969-10-14|49
6/29/1953|1953-06-29|65
8/10/2016|2016-08-10|2
1/3/1978|1978-01-03|40
8/8/1981|1981-08-08|37
12/7/1952|1952-12-07|66
6/25/1952|1952-06-25|66
5/12/1971|1971-05-12|47
5/17/1972|1972-05-17|46
7/2/2001|2001-07-02|17
4/11/2006|2006-04-11|12
3/25/2004|2004-03-25|14
9/27/1942|1942-09-27|76
10/18/1971|1971-10-18|47
8/9/1952|1952-08-09|66
1/19/1953|1953-01-19|65
6/3/1978|1978-06-03|40
6/14/1933|1933-06-14|85
1/26/1947|1947-01-26|71
5/5/1968|1968-05-05|50
2/3/1957|1957-02-03|61
6/23/1999|1999-06-23|19
10/19/1945|1945-10-19|73
3/9/2012|2012-03-09|6
8/22/1977|1977-08-22|41
12/10/1944|1944-12-10|74
1/28/1983|1983-01-28|35
4/4/1965|1965-04-04|53
4/18/1955|1955-04-18|63
12/23/1939|1939-12-23|79
7/14/1984|1984-07-14|34
2/20/1934|1934-02-20|84
2/23/1962|1962-02-23|56
7/6/1973|1973-07-06|45
11/23/2010|2010-11-23|8
12/11/1938|1938-12-11|80
6/24/1934|1934-06-24|84
6/3/2002|2002-06-03|16
5/20/1953|1953-05-20|65
12/25/1987|1987-12-25|31
5/14/1945|1945-05-14|73
2/11/2003|2003-02-11|15
1/16/1989|1989-01-16|29
8/27/1937|1937-08-27|81
3/13/1966|1966-03-13|52
7/4/1935|1935-07-04|83
4/28/2012|2012-04-28|6
12/8/1979|1979-12-08|39
7/28/2004|2004-07-28|14
6/15/1986|1986-06-15|32
2/23/2002|2002-02-23|16
3/29/1951|1951-03-29|67
10/18/1989|1989-10-18|29
6/16/1956|1956-06-16|62
11/2/1987|1987-11-02|31
3/8/1966|1966-03-08|52
5/26/2010|2010-05-26|8
7/10/1982|1982-07-10|36
5/12/1980|1980-05-12|38
3/6/1941|1941-03-06|77
8/15/1976|1976-08-15|42
7/3/1958|1958-07-03|60
11/2/1964|1964-11-02|54
3/18/1978|1978-03-18|40
10/15/1964|1964-10-15|54
2/12/2008|2008-02-12|10
4/28/2014|2014-04-28|4
11/25/1982|1982-11-25|36
4/16/2007|2007-04-16|11
4/18/1933|1933-04-18|85
10/5/2002|2002-10-05|16
6/27/1975|1975-06-27|43
7/9/2009|2009-07-09|9
1/6/1978|1978-01-06|40
8/13/1968|1968-08-13|50
12/28/1967|1967-12-28|51
1/25/1949|1949-01-25|69
10/26/1977|1977-10-26|41
11/13/2016|2016-11-13|2
5/30/1933|1933-05-30|85
10/10/2012|2012-10-10|6
12/6/1940|1940-12-06|78
9/14/1970|1970-09-14|48
11/17/1968|1968-11-17|50
1/25/2015|2015-01-25|3
7/25/1944|1944-07-25|74
5/4/1989|1989-05-04|29
6/23/1994|1994-06-23|24
4/28/1994|1994-04-28|24
11/19/1958|1958-11-19|60
11/9/1938|1938-11-09|80
3/26/1983|1983-03-26|35
11/6/1982|1982-11-06|36
10/13/1993|1993-10-13|25
4/25/1981|1981-04-25|37
3/9/1967|1967-03-09|51
10/25/1998|1998-10-25|20
7/28/2006|2006-07-28|12
10/11/1988|1988-10-11|30
5/28/1975|1975-05-28|43
6/29/1949|1949-06-29|69
12/13/1974|1974-12-13|44
4/22/1989|1989-04-22|29
9/1/1976|1976-09-01|42
4/10/1946|1946-04-10|72
5/4/1962|1962-05-04|56
4/3/2004|2004-04-03|14
5/25/2003|2003-05-25|15
1/9/1973|1973-01-09|45
12/29/1968|1968-12-29|50
10/25/1953|1953-10-25|65
3/27/1953|1953-03-27|65
10/30/1937|1937-10-30|81
3/8/1987|1987-03-08|31
8/18/1995|1995-08-18|23
3/7/1951|1951-03-07|67
11/23/1981|1981-11-23|37
1/6/1950|1950-01-06|68
1/3/1973|1973-01-03|45
6/11/1986|1986-06-11|32
11/27/1977|1977-11-27|41
9/28/1965|1965-09-28|53
12/15/2011|2011-12-15|7
7/14/1972|1972-07-14|46
12/22/2013|2013-12-22|5
1/25/1960|1960-01-25|58
7/1/1985|1985-07-01|33
7/7/1991|1991-07-07|27
12/9/1998|1998-12-09|20
4/19/1954|1954-04-19|64
5/16/2006|2006-05-16|12
3/13/1952|1952-03-13|66
4/20/1986|1986-04-20|32
5/13/1961|1961-05-13|57
4/25/1986|1986-04-25|32
9/15/1963|1963-09-15|55
12/11/1995|1995-12-11|23
4/12/1993|1993-04-12|25
7/15/1945|1945-07-15|73
11/16/1949|1949-11-16|69
10/1/1981|1981-10-01|37
2/4/1990|1990-02-04|28
3/4/1997|1997-03-04|21
6/9/1940|1940-06-09|78
7/26/1941|1941-07-26|77
9/24/1936|1936-09-24|82
10/11/1996|1996-10-11|22
11/6/1986|1986-11-06|32
5/26/1997|1997-05-26|21
7/12/2010|2010-07-12|8
1/24/1979|1979-01-24|39
6/10/1937|1937-06-10|81
6/5/1963|1963-06-05|55
7/6/1955|1955-07-06|63
9/16/1970|1970-09-16|48
10/15/1952|1952-10-15|66
10/4/1938|1938-10-04|80
1/28/1939|1939-01-28|79
6/16/1992|1992-06-16|26
4/27/2015|2015-04-27|3
1/16/1974|1974-01-16|44
5/7/1961|1961-05-07|57
8/4/1933|1933-08-04|85
3/11/2009|2009-03-11|9
2/26/2015|2015-02-26|3
3/15/1984|1984-03-15|34
10/2/1948|1948-10-02|70
12/22/1942|1942-12-22|76
5/10/1965|1965-05-10|53
1/14/1935|1935-01-14|83
12/23/1958|1958-12-23|60
5/19/1940|1940-05-19|78
4/20/1934|1934-04-20|84
5/2/1953|1953-05-02|65
6/19/1992|1992-06-19|26
6/5/1969|1969-06-05|49
11/29/2005|2005-11-29|13
10/6/1958|1958-10-06|60
10/11/2013|2013-10-11|5
4/19/1969|1969-04-19|49
10/11/1981|1981-10-11|37
12/5/1965|1965-12-05|53
8/11/1936|1936-08-11|82
11/12/2017|2017-11-12|1
1/15/1958|1958-01-15|60
3/20/1961|1961-03-20|57
7/23/1985|1985-07-23|33
10/24/1944|1944-10-24|74
6/20/1988|1988-06-20|30
1/29/1996|1996-01-29|22
12/21/1943|1943-12-21|75
8/13/2002|2002-08-13|16
11/19/1993|1993-11-19|25
12/4/1946|1946-12-04|72
5/30/1950|1950-05-30|68
10/23/1952|1952-10-23|66
10/26/1984|1984-10-26|34
6/12/1994|1994-06-12|24
11/5/2003|2003-11-05|15
12/26/1972|1972-12-26|46
8/2/1934|1934-08-02|84
2/17/1963|1963-02-17|55
3/10/1994|1994-03-10|24
8/20/2011|2011-08-20|7
1/8/2005|2005-01-08|13
2/13/1978|1978-02-13|40
7/20/1992|1992-07-20|26
1/8/2002|2002-01-08|16
3/10/2006|2006-03-10|12
6/20/1943|1943-06-20|75
4/14/2005|2005-04-14|13
4/6/1939|1939-04-06|79
1/25/1952|1952-01-25|66
6/10/1976|1976-06-10|42
4/7/2005|2005-04-07|13
12/19/1989|1989-12-19|29
11/25/1999|1999-11-25|19
6/15/2010|2010-06-15|8
2/13/1997|1997-02-13|21
5/9/1939|1939-05-09|79
9/26/1943|1943-09-26|75
4/7/2013|2013-04-07|5
12/9/1933|1933-12-09|85
10/20/1954|1954-10-20|64
7/4/1953|1953-07-04|65
2/3/2017|2017-02-03|1
2/3/1981|1981-02-03|37
9/2/1939|1939-09-02|79
10/19/1993|1993-10-19|25
12/17/2017|2017-12-17|1
8/12/1946|1946-08-12|72
6/7/1948|1948-06-07|70
9/14/1984|1984-09-14|34
1/24/1955|1955-01-24|63
10/28/1983|1983-10-28|35
9/13/1990|1990-09-13|28
12/8/1954|1954-12-08|64
12/13/1984|1984-12-13|34
12/9/2007|2007-12-09|11
4/1/1959|1959-04-01|59
9/2/1950|1950-09-02|68
8/10/1933|1933-08-10|85
10/5/1975|1975-10-05|43
1/21/1997|1997-01-21|21
2/17/1950|1950-02-17|68
6/20/1990|1990-06-20|28
1/22/1970|1970-01-22|48
3/13/1939|1939-03-13|79
7/26/2016|2016-07-26|2
11/18/2016|2016-11-18|2
6/15/2013|2013-06-15|5
4/14/1936|1936-04-14|82
12/9/2011|2011-12-09|7
1/5/1986|1986-01-05|32
2/4/2007|2007-02-04|11
3/7/1936|1936-03-07|82
2/25/1981|1981-02-25|37
6/1/2011|2011-06-01|7
1/30/1982|1982-01-30|36
10/22/1937|1937-10-22|81
8/3/1946|1946-08-03|72
11/1/1983|1983-11-01|35
1/21/1995|1995-01-21|23
3/12/1975|1975-03-12|43
1/30/2006|2006-01-30|12
4/2/1976|1976-04-02|42
11/3/1941|1941-11-03|77
8/28/1991|1991-08-28|27
3/10/1937|1937-03-10|81
3/5/1993|1993-03-05|25
6/9/1986|1986-06-09|32
2/15/1976|1976-02-15|42
3/6/1976|1976-03-06|42
1/14/1975|1975-01-14|43
2/27/1938|1938-02-27|80
3/3/1960|1960-03-03|58
6/26/1957|1957-06-26|61
9/1/2011|2011-09-01|7
4/21/1980|1980-04-21|38
4/2/1988|1988-04-02|30
5/21/1964|1964-05-21|54
1/19/1977|1977-01-19|41
5/6/2015|2015-05-06|3
8/28/1994|1994-08-28|24
8/17/1933|1933-08-17|85
5/18/2014|2014-05-18|4
1/13/1990|1990-01-13|28
1/7/1937|1937-01-07|81
11/1/1952|1952-11-01|66
4/7/1983|1983-04-07|35
5/23/1998|1998-05-23|20
8/10/1953|1953-08-10|65
4/16/1935|1935-04-16|83
2/21/1960|1960-02-21|58
10/8/1944|1944-10-08|74
5/11/1942|1942-05-11|76
9/15/1953|1953-09-15|65
9/28/2009|2009-09-28|9
3/8/1991|1991-03-08|27
11/5/1989|1989-11-05|29
8/1/2007|2007-08-01|11
10/23/1986|1986-10-23|32
4/24/1966|1966-04-24|52
10/7/1969|1969-10-07|49
11/18/1951|1951-11-18|67
1/14/1996|1996-01-14|22
1/8/1999|1999-01-08|19
2/3/1991|1991-02-03|27
4/4/2009|2009-04-04|9
6/16/1984|1984-06-16|34
9/27/2010|2010-09-27|8
4/15/1946|1946-04-15|72
3/16/1962|1962-03-16|56
4/25/1946|1946-04-25|72
1/7/1935|1935-01-07|83
8/28/1941|1941-08-28|77
8/13/1935|1935-08-13|83
